Abstract_tokens,DocTitle_tokens,phase,Publication Year,extended
"['customer', 'experience', 'customer', 'provision', 'difficulty', 'database', 'function', 'multi', 'network', 'database', 'interface', 'access', 'developer', 'architecture', 'implementation', 'database']","['multi', 'access', 'network']",phase1,2009,"['customer', 'experience', 'customer', 'provision', 'difficulty', 'database', 'function', 'multi', 'network', 'database', 'interface', 'access', 'developer', 'architecture', 'implementation', 'database', 'multi', 'access', 'network']"
"['map', 'feature', 'point', 'order', 'route', 'user', 'route', 'planning', 'street', 'planning', 'route', 'mobility', 'constraint', 'brazil']","['route', 'user', 'opendata']",phase3,2016,"['map', 'feature', 'point', 'order', 'route', 'user', 'route', 'planning', 'street', 'planning', 'route', 'mobility', 'constraint', 'brazil', 'route', 'user', 'opendata']"
"['objective', 'factor', 'open', 'statistic', 'game', 'video', 'fault', 'speed', 'speed', 'point', 'ad', 'ad', 'point', 'point', 'point', 'point', 'ground', 'speed', 'conclusion', 'factor', 'point', 'point']",['factor'],phase5,2021,"['objective', 'factor', 'open', 'statistic', 'game', 'video', 'fault', 'speed', 'speed', 'point', 'ad', 'ad', 'point', 'point', 'point', 'point', 'ground', 'speed', 'conclusion', 'factor', 'point', 'point', 'factor']"
"['usage', 'operating', 'web', 'browser', 'activity', 'trace', 'product', 'architecture', 'user', 'definition', 'language', 'definition']","['detection', 'definition', 'language']",phase1,2009,"['usage', 'operating', 'web', 'browser', 'activity', 'trace', 'product', 'architecture', 'user', 'definition', 'language', 'definition', 'detection', 'definition', 'language']"
"['semanticweb', 'web', 'machine', 'context', 'semanticweb', 'lod', 'variety', 'lod', 'paradigm', 'lod', 'web', 'user', 'semanticweb', 'semanticweb', 'user', 'semanticweb', 'interface', 'semanticweb', 'user', 'discovery', 'resource', 'lod', 'resource', 'concept', 'aggregation', 'framework', 'implementation', 'scope', 'type', 'resource', 'person', 'user', 'person', 'resource', 'organization', 'type', 'organization', 'university', 'type', 'organization', 'property', 'inclusion', 'resource', 'extension']","['organization', 'opendata']",phase1,2011,"['semanticweb', 'web', 'machine', 'context', 'semanticweb', 'lod', 'variety', 'lod', 'paradigm', 'lod', 'web', 'user', 'semanticweb', 'semanticweb', 'user', 'semanticweb', 'interface', 'semanticweb', 'user', 'discovery', 'resource', 'lod', 'resource', 'concept', 'aggregation', 'framework', 'implementation', 'scope', 'type', 'resource', 'person', 'user', 'person', 'resource', 'organization', 'type', 'organization', 'university', 'type', 'organization', 'property', 'inclusion', 'resource', 'extension', 'organization', 'opendata']"
"['increase', 'earth', 'observation', 'image', 'acquisition', 'algorithm', 'classification', 'image', 'retrieval', 'architecture', 'svm', 'image', 'retrieval', 'relevance', 'feedback', 'relevance', 'feedback', 'performance', 'support', 'vector', 'machine', 'svm', 'classifier', 'capability', 'classification', 'functionality', 'dataset', 'land', 'sensor', 'instrument']","['opensource', 'svm', 'image', 'retrieval', 'relevance', 'feedback', 'earth', 'observation', 'classification']",phase5,2020,"['increase', 'earth', 'observation', 'image', 'acquisition', 'algorithm', 'classification', 'image', 'retrieval', 'architecture', 'svm', 'image', 'retrieval', 'relevance', 'feedback', 'relevance', 'feedback', 'performance', 'support', 'vector', 'machine', 'svm', 'classifier', 'capability', 'classification', 'functionality', 'dataset', 'land', 'sensor', 'instrument', 'opensource', 'svm', 'image', 'retrieval', 'relevance', 'feedback', 'earth', 'observation', 'classification']"
"['monitoring', 'recovery', 'factor', 'effectiveness', 'lidar', 'structure', 'tree', '3d', 'structure', 'tree', 'density', 'lidar', 'structure', 'parameter', 'segmentation', 'filtering', 'algorithm', 'result', 'tree', 'tree', 'growth', 'tree', 'tree', 'process', 'tree', 'process', 'recovery']","['parameter', 'lidar']",phase6,2023,"['monitoring', 'recovery', 'factor', 'effectiveness', 'lidar', 'structure', 'tree', '3d', 'structure', 'tree', 'density', 'lidar', 'structure', 'parameter', 'segmentation', 'filtering', 'algorithm', 'result', 'tree', 'tree', 'growth', 'tree', 'tree', 'process', 'tree', 'process', 'recovery', 'parameter', 'lidar']"
"['reference', 'life', 'simulation', 'regression', 'opening', 'simulation', 'simulation', 'simulation', 'result', 'sample', 'regression', 'relationship', 'characteristic', 'parameter', 'parameter', 'dimension', 'dimension', 'characteristic', 'dimension', 'characteristic', 'simulation', 'correlation', 'relationship', 'effectiveness', 'reference', 'test', 'opening', 'simulation', 'test']","['regression', 'opening', 'simulation', 'life']",phase6,2023,"['reference', 'life', 'simulation', 'regression', 'opening', 'simulation', 'simulation', 'simulation', 'result', 'sample', 'regression', 'relationship', 'characteristic', 'parameter', 'parameter', 'dimension', 'dimension', 'characteristic', 'dimension', 'characteristic', 'simulation', 'correlation', 'relationship', 'effectiveness', 'reference', 'test', 'opening', 'simulation', 'test', 'regression', 'opening', 'simulation', 'life']"
"['indonesia', 'covid-19', 'city', 'indonesia', 'concern', 'population', 'testing', 'dataset', 'opendata', 'city', 'indonesia', 'addition', 'category', 'step', 'mapping', 'city', 'dataset', 'category', 'category', 'python', 'dataset', 'bigdata', 'cleaning', 'dataanalysis', 'distribution', 'function', 'python', 'chart', 'increase', 'result', 'opendata', 'visualization', 'candidate', 'score', 'alternative', 'category']","['visualization', 'analytic', 'opendata', 'category']",phase6,2023,"['indonesia', 'covid-19', 'city', 'indonesia', 'concern', 'population', 'testing', 'dataset', 'opendata', 'city', 'indonesia', 'addition', 'category', 'step', 'mapping', 'city', 'dataset', 'category', 'category', 'python', 'dataset', 'bigdata', 'cleaning', 'dataanalysis', 'distribution', 'function', 'python', 'chart', 'increase', 'result', 'opendata', 'visualization', 'candidate', 'score', 'alternative', 'category', 'visualization', 'analytic', 'opendata', 'category']"
"['performance', 'nature', 'optimization', 'algorithm', 'optimization', 'optimization', 'fault', 'detection', 'machine', 'circuit', 'fault', 'scheme', 'domain', 'measurement', 'capability', 'parameter', 'fault', 'type', 'location', 'voltage', 'speed', 'phase', 'validity', 'effectiveness', 'accuracy', 'prediction', 'capability', 'sensitivity', 'knowledge', 'fault']","['circuit', 'fault', 'detection', 'machine', 'nature', 'optimization']",phase4,2018,"['performance', 'nature', 'optimization', 'algorithm', 'optimization', 'optimization', 'fault', 'detection', 'machine', 'circuit', 'fault', 'scheme', 'domain', 'measurement', 'capability', 'parameter', 'fault', 'type', 'location', 'voltage', 'speed', 'phase', 'validity', 'effectiveness', 'accuracy', 'prediction', 'capability', 'sensitivity', 'knowledge', 'fault', 'circuit', 'fault', 'detection', 'machine', 'nature', 'optimization']"
"['entity', 'relationship', 'extraction', 'entity', 'relationship', 'type', 'internet', 'text', 'entity', 'relationship', 'extraction', 'field', 'computing', 'resource', 'machine', 'entity', 'relationship', 'extraction', 'hadoop', 'computing', 'framework', 'experiment', 'tree', 'accuracy', 'recall', 'entity', 'relationship', 'extraction', 'task', 'experiment', 'entity', 'relationship', 'extraction', 'hadoop', 'computing', 'framework', 'version', 'experiment', 'extraction']","['entity', 'relation', 'extraction', 'bigdata', 'environment']",phase5,2020,"['entity', 'relationship', 'extraction', 'entity', 'relationship', 'type', 'internet', 'text', 'entity', 'relationship', 'extraction', 'field', 'computing', 'resource', 'machine', 'entity', 'relationship', 'extraction', 'hadoop', 'computing', 'framework', 'experiment', 'tree', 'accuracy', 'recall', 'entity', 'relationship', 'extraction', 'task', 'experiment', 'entity', 'relationship', 'extraction', 'hadoop', 'computing', 'framework', 'version', 'experiment', 'extraction', 'entity', 'relation', 'extraction', 'bigdata', 'environment']"
"['quality', 'implementation', 'today', 'context', 'emphasis', 'publication', 'sharing', 'organization', 'paradigm', 'innovation', 'opendata', 'mechanism', 'availability', 'utility', 'innovation', 'user', 'choice', 'interoperability']","['aspect', 'opendata', 'engineering']",phase5,2022,"['quality', 'implementation', 'today', 'context', 'emphasis', 'publication', 'sharing', 'organization', 'paradigm', 'innovation', 'opendata', 'mechanism', 'availability', 'utility', 'innovation', 'user', 'choice', 'interoperability', 'aspect', 'opendata', 'engineering']"
"['security', 'necessity', 'administration', 'exploitation', 'video', 'realization', 'maintenance', 'video', 'administration', 'video', 'goal', 'architecture', 'implementation', 'video', 'management', 'center']","['management', 'video']",phase2,2012,"['security', 'necessity', 'administration', 'exploitation', 'video', 'realization', 'maintenance', 'video', 'administration', 'video', 'goal', 'architecture', 'implementation', 'video', 'management', 'center', 'management', 'video']"
"['simulator', 'travel', 'quality', 'travel', 'simulator', 'behavior', 'user', 'user', 'route', 'mode', 'choice', 'travel', 'interaction', 'route', 'user', 'behavior', 'travel', 'survey', 'opendata', 'city']","['multi', 'user', 'type', 'travel', 'simulator', 'travel']",phase2,2013,"['simulator', 'travel', 'quality', 'travel', 'simulator', 'behavior', 'user', 'user', 'route', 'mode', 'choice', 'travel', 'interaction', 'route', 'user', 'behavior', 'travel', 'survey', 'opendata', 'city', 'multi', 'user', 'type', 'travel', 'simulator', 'travel']"
"['stage', 'transport', 'network', 'field', 'parameter', 'prediction', 'accuracy', 'factor']","['accuracy', 'enhancement', 'network', 'field']",phase6,2024,"['stage', 'transport', 'network', 'field', 'parameter', 'prediction', 'accuracy', 'factor', 'accuracy', 'enhancement', 'network', 'field']"
"['procedure', 'procedure', 'python', 'author', 'utility', 'author', 'utility', 'author', 'server', 'component', 'validation', 'procedure', 'procedure', 'error', 'error', 'computation', 'server', 'validation']",['opensource'],phase5,2020,"['procedure', 'procedure', 'python', 'author', 'utility', 'author', 'utility', 'author', 'server', 'component', 'validation', 'procedure', 'procedure', 'error', 'error', 'computation', 'server', 'validation', 'opensource']"
"['multi', 'author', 'architecture', 'module', 'structure', 'background', 'database', 'language', 'goal', 'user', 'web', 'interface', 'earth', 'science']","['implementation', 'publication', 'gis']",phase1,2010,"['multi', 'author', 'architecture', 'module', 'structure', 'background', 'database', 'language', 'goal', 'user', 'web', 'interface', 'earth', 'science', 'implementation', 'publication', 'gis']"
"['decade', 'attempt', 'interoperability', 'sensor', 'platform', 'hardware', 'instrument', 'concept', 'interface', 'protocol', 'fact', 'diversity', 'instrument', 'operation', 'mode', 'standardization', 'concept', 'consequence', 'acquisition', 'transmission', 'processing', 'storage', 'chain', 'strategy', 'flow', 'sensor', 'acquisition', 'transmission', 'function', 'component', 'user', 'concept', 'hardware', 'function', 'hardware', 'implementation', 'flexibility', 'function', 'aspect', 'fact', 'hardware', 'element', 'control', 'opensource', 'user', 'group', 'station', 'location', 'discipline', 'process', 'concept', 'opensource', 'initiative']","['architecture', 'acquisition', 'transfer', 'module', 'ocean', 'platform']",phase4,2019,"['decade', 'attempt', 'interoperability', 'sensor', 'platform', 'hardware', 'instrument', 'concept', 'interface', 'protocol', 'fact', 'diversity', 'instrument', 'operation', 'mode', 'standardization', 'concept', 'consequence', 'acquisition', 'transmission', 'processing', 'storage', 'chain', 'strategy', 'flow', 'sensor', 'acquisition', 'transmission', 'function', 'component', 'user', 'concept', 'hardware', 'function', 'hardware', 'implementation', 'flexibility', 'function', 'aspect', 'fact', 'hardware', 'element', 'control', 'opensource', 'user', 'group', 'station', 'location', 'discipline', 'process', 'concept', 'opensource', 'initiative', 'architecture', 'acquisition', 'transfer', 'module', 'ocean', 'platform']"
"['city', 'city', 'framework', 'strategy', 'goal', 'quality', 'life', 'consumption', 'resource', 'innovation', 'university', 'city', 'idea', 'strategy', 'web', 'quality', 'life', 'address', 'algorithm', 'category', 'region', 'opendata', 'algorithm', 'catalogue', 'functionality', 'prototype', 'step']","['quality', 'life', 'opendata']",phase4,2018,"['city', 'city', 'framework', 'strategy', 'goal', 'quality', 'life', 'consumption', 'resource', 'innovation', 'university', 'city', 'idea', 'strategy', 'web', 'quality', 'life', 'address', 'algorithm', 'category', 'region', 'opendata', 'algorithm', 'catalogue', 'functionality', 'prototype', 'step', 'quality', 'life', 'opendata']"
"['brain', 'activity', 'imaging', 'attention', 'brain', 'limitation', 'signal', 'noise', 'ratio', 'signal', 'process', 'classification', 'spatio', 'profile', 'brain', 'activity', 'step', 'subject', 'category', 'feature', 'extraction', 'complexity', 'spatio', 'dimension', 'dimension', 'matrix', 'subject', 'feature', 'relevance', 'sample', 'test', 'matrix', 'feature', 'classifier', 'support', 'vector', 'machine', 'svm', 'forest', 'classifier', 'neighbor', 'test', 'classification', 'classification', 'brain', 'activity', 'eo', 'dataset', 'feature', 'svm', 'classification', 'brain', 'classifier']","['classification', 'brain', 'spatio', 'profile']",phase5,2021,"['brain', 'activity', 'imaging', 'attention', 'brain', 'limitation', 'signal', 'noise', 'ratio', 'signal', 'process', 'classification', 'spatio', 'profile', 'brain', 'activity', 'step', 'subject', 'category', 'feature', 'extraction', 'complexity', 'spatio', 'dimension', 'dimension', 'matrix', 'subject', 'feature', 'relevance', 'sample', 'test', 'matrix', 'feature', 'classifier', 'support', 'vector', 'machine', 'svm', 'forest', 'classifier', 'neighbor', 'test', 'classification', 'classification', 'brain', 'activity', 'eo', 'dataset', 'feature', 'svm', 'classification', 'brain', 'classifier', 'classification', 'brain', 'spatio', 'profile']"
"['era', 'bigdata', 'concept', 'role', 'sector', 'government', 'program', 'citizen', 'role', 'bigdata', 'sector', 'government', 'program', 'driver', 'bigdata', 'citizen', 'usage', 'bigdata', 'center', 'security', 'crisis', 'management', 'role']","['role', 'bigdata', 'sector']",phase4,2017,"['era', 'bigdata', 'concept', 'role', 'sector', 'government', 'program', 'citizen', 'role', 'bigdata', 'sector', 'government', 'program', 'driver', 'bigdata', 'citizen', 'usage', 'bigdata', 'center', 'security', 'crisis', 'management', 'role', 'role', 'bigdata', 'sector']"
"['monitoring', 'rise', 'building', 'aim', 'movement', 'reference', 'position', 'condition', 'damage', 'monitoring', 'augmentation', 'accuracy', 'order', 'order', 'accuracy', 'monitoring', 'advantage', 'weather', 'coverage', 'station', 'benefit', 'monitoring', 'accuracy', 'satellite', 'geometry', 'satellite', 'noise', 'price', 'receiver', 'base', 'station', 'positioning', 'rise', 'building', 'code', 'phase', 'positioning', 'gps', 'dataanalysis', 'building', 'reference', 'station', 'comparison', 'pair', 'hour']","['post', 'processing']",phase4,2017,"['monitoring', 'rise', 'building', 'aim', 'movement', 'reference', 'position', 'condition', 'damage', 'monitoring', 'augmentation', 'accuracy', 'order', 'order', 'accuracy', 'monitoring', 'advantage', 'weather', 'coverage', 'station', 'benefit', 'monitoring', 'accuracy', 'satellite', 'geometry', 'satellite', 'noise', 'price', 'receiver', 'base', 'station', 'positioning', 'rise', 'building', 'code', 'phase', 'positioning', 'gps', 'dataanalysis', 'building', 'reference', 'station', 'comparison', 'pair', 'hour', 'post', 'processing']"
"['environment', 'monitoring', 'quality', 'depth', 'processing', 'addition', 'depth', 'image', 'camera', 'market', 'imaging', 'quality', 'price', 'opensource', 'depth', 'imaging', 'sensor', 'evaluation', 'quality', 'sensor', 'scenario']","['3d', 'depth', 'sensor', 'opensource', 'scenario']",phase6,2024,"['environment', 'monitoring', 'quality', 'depth', 'processing', 'addition', 'depth', 'image', 'camera', 'market', 'imaging', 'quality', 'price', 'opensource', 'depth', 'imaging', 'sensor', 'evaluation', 'quality', 'sensor', 'scenario', '3d', 'depth', 'sensor', 'opensource', 'scenario']"
"['availability', 'ogd', 'knowledge', 'semanticweb', 'result', 'integration', 'discovery', 'dissemination', 'knowledge', 'prototype', 'organization', 'brazil', 'purpose', 'rdf', 'format', 'sparql', 'query', 'proof', 'concept', 'proposal', 'opendata', 'flood', 'question']","['flood', 'brazil']",phase3,2015,"['availability', 'ogd', 'knowledge', 'semanticweb', 'result', 'integration', 'discovery', 'dissemination', 'knowledge', 'prototype', 'organization', 'brazil', 'purpose', 'rdf', 'format', 'sparql', 'query', 'proof', 'concept', 'proposal', 'opendata', 'flood', 'question', 'flood', 'brazil']"
"['mobility', 'priority', 'city', 'order', 'future', 'authority', 'municipality', 'charge', 'structure', 'transport', 'mobility', 'authority', 'business', 'decision', 'maintenance', 'infrastructure', 'group', 'participation', 'citizen', 'decision', 'making', 'policy', 'improvement', 'administration', 'company', 'entrepreneur', 'web', 'quality', 'mobility', 'framework', 'aim', 'citizen', 'mobility', 'dynamic', 'action', 'transportation', 'city', 'context', 'extent', 'implementation', 'mobility', 'web', 'quality', 'mobility', 'measurement', 'proposal', 'mobility', 'quality', 'web', 'user', 'inspection', 'understanding', 'parameter', 'route', 'air', 'noise', 'finding', 'city']","['implementation', 'mobility', 'web', 'quality', 'mobility']",phase5,2022,"['mobility', 'priority', 'city', 'order', 'future', 'authority', 'municipality', 'charge', 'structure', 'transport', 'mobility', 'authority', 'business', 'decision', 'maintenance', 'infrastructure', 'group', 'participation', 'citizen', 'decision', 'making', 'policy', 'improvement', 'administration', 'company', 'entrepreneur', 'web', 'quality', 'mobility', 'framework', 'aim', 'citizen', 'mobility', 'dynamic', 'action', 'transportation', 'city', 'context', 'extent', 'implementation', 'mobility', 'web', 'quality', 'mobility', 'measurement', 'proposal', 'mobility', 'quality', 'web', 'user', 'inspection', 'understanding', 'parameter', 'route', 'air', 'noise', 'finding', 'city', 'implementation', 'mobility', 'web', 'quality', 'mobility']"
"['web', 'recommendation', 'user', 'opensource', 'recommendation', 'web', 'environment', 'hardware', 'web', 'environment', 'database', 'environment', 'user', 'interface', 'hardware', 'function', 'platform', 'user', 'user', 'feature', 'filtering', 'correlation', 'matching', 'recommendation', 'recommendation', 'evaluation', 'criterion', 'code', 'user', 'advantage', 'reliability']","['opensource', 'recommendation', 'web', 'bigdata', 'environment']",phase5,2020,"['web', 'recommendation', 'user', 'opensource', 'recommendation', 'web', 'environment', 'hardware', 'web', 'environment', 'database', 'environment', 'user', 'interface', 'hardware', 'function', 'platform', 'user', 'user', 'feature', 'filtering', 'correlation', 'matching', 'recommendation', 'recommendation', 'evaluation', 'criterion', 'code', 'user', 'advantage', 'reliability', 'opensource', 'recommendation', 'web', 'bigdata', 'environment']"
"['transportation', 'opendata', 'party', 'transport', 'experience', 'increase', 'opendata', 'methodology', 'utilization', 'opendata', 'author', 'transportation', 'opendata', 'author', 'framework', 'author']","['transportation', 'opendata']",phase4,2017,"['transportation', 'opendata', 'party', 'transport', 'experience', 'increase', 'opendata', 'methodology', 'utilization', 'opendata', 'author', 'transportation', 'opendata', 'author', 'framework', 'author', 'transportation', 'opendata']"
"['landscape', 'series', 'database', 'lack', 'consideration', 'speed', 'failure', 'correlation', 'series', 'storage', 'scheme', 'channel', 'capacity', 'loss', 'series', 'retrieval', 'sensor', 'range', 'space', 'flexibility', 'sensor', 'sensor', 'damage']","['series', 'storage', 'strategy', 'channel']",phase6,2023,"['landscape', 'series', 'database', 'lack', 'consideration', 'speed', 'failure', 'correlation', 'series', 'storage', 'scheme', 'channel', 'capacity', 'loss', 'series', 'retrieval', 'sensor', 'range', 'space', 'flexibility', 'sensor', 'sensor', 'damage', 'series', 'storage', 'strategy', 'channel']"
"['loss', 'generation', 'route', 'collection', 'distribution', 'loss', 'route', 'opendata', 'programming']","['opendata', 'programming', 'generation', 'route', 'loss', 'reduction']",phase5,2022,"['loss', 'generation', 'route', 'collection', 'distribution', 'loss', 'route', 'opendata', 'programming', 'opendata', 'programming', 'generation', 'route', 'loss', 'reduction']"
"['server', 'center', 'business', 'opportunity', 'company', 'industry', 'ability', 'process', 'server', 'ecosystem', 'server', 'ecosystem', 'linux', 'code', 'log', 'linux', 'ecosystem', 'process', 'ecosystem', 'server', 'market']","['process', 'server', 'ecosystem']",phase5,2020,"['server', 'center', 'business', 'opportunity', 'company', 'industry', 'ability', 'process', 'server', 'ecosystem', 'server', 'ecosystem', 'linux', 'code', 'log', 'linux', 'ecosystem', 'process', 'ecosystem', 'server', 'market', 'process', 'server', 'ecosystem']"
"['modeling', 'topic', 'vehicle', 'complexity', 'geometry', 'performance', 'operation', 'point', 'view', 'parameter', 'parameter', 'methodology', 'power', 'performance', 'velocity', 'air', 'speed', 'methodology', 'wind', 'regression', 'curve', 'performance', 'box', 'operation', 'regression', 'box']","['wind', 'modeling', 'simulation']",phase4,2018,"['modeling', 'topic', 'vehicle', 'complexity', 'geometry', 'performance', 'operation', 'point', 'view', 'parameter', 'parameter', 'methodology', 'power', 'performance', 'velocity', 'air', 'speed', 'methodology', 'wind', 'regression', 'curve', 'performance', 'box', 'operation', 'regression', 'box', 'wind', 'modeling', 'simulation']"
"['advance', 'sensor', 'potential', 'scale', 'field', 'water', 'stage', 'adoption', 'understanding', 'field', 'water', 'flow', 'field', 'characteristic', 'respect', 'crop', 'emphasis', 'opendata']","['crop', 'field', 'satellite']",phase5,2022,"['advance', 'sensor', 'potential', 'scale', 'field', 'water', 'stage', 'adoption', 'understanding', 'field', 'water', 'flow', 'field', 'characteristic', 'respect', 'crop', 'emphasis', 'opendata', 'crop', 'field', 'satellite']"
"['disease', 'scenario', 'class', 'recognition', 'situation', 'training', 'possibility', 'class', 'test', 'recognition', 'recognition', 'class', 'image', 'background', 'image', 'feature', 'image', 'feature', 'augmentation', 'operation', 'image', 'feature', 'space', 'class', 'feature', 'combination', 'class', 'training', 'feature', 'dl', 'recognition', 'prediction', 'uncertainty', 'estimation', 'experiment', 'dataset', 'art', 'dataset']","['recognition', 'image', 'augmentation']",phase6,2024,"['disease', 'scenario', 'class', 'recognition', 'situation', 'training', 'possibility', 'class', 'test', 'recognition', 'recognition', 'class', 'image', 'background', 'image', 'feature', 'image', 'feature', 'augmentation', 'operation', 'image', 'feature', 'space', 'class', 'feature', 'combination', 'class', 'training', 'feature', 'dl', 'recognition', 'prediction', 'uncertainty', 'estimation', 'experiment', 'dataset', 'art', 'dataset', 'recognition', 'image', 'augmentation']"
"['3d', 'reality', 'storage', 'management', 'platform', 'author', 'product', 'china', '3d', 'reality', 'platform', 'map', 'coverage', 'experiment', 'display', 'performance', 'selection', 'platform', 'core', 'integration', 'interaction', 'combination', 'file', '3d', 'reality', 'client', 'vector', '3d', 'image', 'reality', 'environment', 'user', 'platform', 'standard', 'vector', 'storage', 'kind', 'format', 'file', 'database', 'database', 'platform', 'geometry', 'component', 'vector', 'image', 'core', 'integration', 'bridge', 'core', 'interface', 'driver', 'interface', 'user', 'platform', 'experiment', 'test', 'display', 'experiment', 'product', 'platform', 'database', 'experiment', 'lot', 'advantage', 'cycle', 'function', '3d', 'display', 'choice', 'people', '3d', 'display']","['construction', 'opensource', '3d', 'reality', 'platform']",phase1,2009,"['3d', 'reality', 'storage', 'management', 'platform', 'author', 'product', 'china', '3d', 'reality', 'platform', 'map', 'coverage', 'experiment', 'display', 'performance', 'selection', 'platform', 'core', 'integration', 'interaction', 'combination', 'file', '3d', 'reality', 'client', 'vector', '3d', 'image', 'reality', 'environment', 'user', 'platform', 'standard', 'vector', 'storage', 'kind', 'format', 'file', 'database', 'database', 'platform', 'geometry', 'component', 'vector', 'image', 'core', 'integration', 'bridge', 'core', 'interface', 'driver', 'interface', 'user', 'platform', 'experiment', 'test', 'display', 'experiment', 'product', 'platform', 'database', 'experiment', 'lot', 'advantage', 'cycle', 'function', '3d', 'display', 'choice', 'people', '3d', 'display', 'construction', 'opensource', '3d', 'reality', 'platform']"
"['object', 'database', 'standard', 'storage', 'structure', 'volume', 'capacity', 'server', 'bigdata', 'database', 'structure', 'repository', 'storage', 'processing', 'bigdata', 'storage', 'task', 'capability', 'type', 'treatment', 'feature', 'frequency', 'update']","['array', 'opensource', 'framework']",phase6,2023,"['object', 'database', 'standard', 'storage', 'structure', 'volume', 'capacity', 'server', 'bigdata', 'database', 'structure', 'repository', 'storage', 'processing', 'bigdata', 'storage', 'task', 'capability', 'type', 'treatment', 'feature', 'frequency', 'update', 'array', 'opensource', 'framework']"
"['vision', 'direction', 'opportunity', 'cloud', 'lab', 'infrastructure', 'education', 'bigdata', 'platform', 'transfer', 'bigdata']","['cloud', 'lab', 'bigdata', 'education']",phase6,2024,"['vision', 'direction', 'opportunity', 'cloud', 'lab', 'infrastructure', 'education', 'bigdata', 'platform', 'transfer', 'bigdata', 'cloud', 'lab', 'bigdata', 'education']"
"['face', 'recognition', 'training', 'dataset', 'face', 'recognition', 'profile', 'dataset', 'dataset', 'image', 'subject', 'profile', 'face', 'individual', 'face', 'individual', 'result', 'dataset', 'training', 'testing', 'purpose', 'face', 'identification', 'network', 'face', 'recognition', 'learning', 'augmentation', 'training', 'network', 'dataset', 'query', 'profile', 'face', 'investigation', 'learning', 'accuracy', 'accuracy', 'scenario']","['impact', 'augmentation', 'network', 'face', 'identification']",phase6,2023,"['face', 'recognition', 'training', 'dataset', 'face', 'recognition', 'profile', 'dataset', 'dataset', 'image', 'subject', 'profile', 'face', 'individual', 'face', 'individual', 'result', 'dataset', 'training', 'testing', 'purpose', 'face', 'identification', 'network', 'face', 'recognition', 'learning', 'augmentation', 'training', 'network', 'dataset', 'query', 'profile', 'face', 'investigation', 'learning', 'accuracy', 'accuracy', 'scenario', 'impact', 'augmentation', 'network', 'face', 'identification']"
"['plane', 'array', 'module', 'cell', 'temperature', 'performance', 'field', 'module', 'cell', 'type', 'module', 'construction', 'material', 'testing', 'input', 'test', 'temperature', 'performance', 'type', 'complexity', 'availability', 'module', 'accuracy', 'performance', 'bias', 'error', 'temperature']","['comparison', 'performance', 'field']",phase6,2023,"['plane', 'array', 'module', 'cell', 'temperature', 'performance', 'field', 'module', 'cell', 'type', 'module', 'construction', 'material', 'testing', 'input', 'test', 'temperature', 'performance', 'type', 'complexity', 'availability', 'module', 'accuracy', 'performance', 'bias', 'error', 'temperature', 'comparison', 'performance', 'field']"
"['health', 'science', 'field', 'education', 'organization', 'release', 'decision', 'making', 'innovation', 'discipline', 'knowledge', 'health', 'professional', 'access']","['cycle', 'transformation', 'training', 'health', 'professional']",phase5,2020,"['health', 'science', 'field', 'education', 'organization', 'release', 'decision', 'making', 'innovation', 'discipline', 'knowledge', 'health', 'professional', 'access', 'cycle', 'transformation', 'training', 'health', 'professional']"
"['voltage', 'electricity', 'load', 'generation', 'bus', 'network', 'network', 'bus', 'flow', 'power', 'flow', 'modeling', 'flow', 'error', 'flow', 'suggestion', 'improvement', 'rating', 'modelling', 'power', 'grid', 'starting', 'point', 'power', 'grid']","['modelling', 'validation', 'transmission', 'opendata']",phase6,2024,"['voltage', 'electricity', 'load', 'generation', 'bus', 'network', 'network', 'bus', 'flow', 'power', 'flow', 'modeling', 'flow', 'error', 'flow', 'suggestion', 'improvement', 'rating', 'modelling', 'power', 'grid', 'starting', 'point', 'power', 'grid', 'modelling', 'validation', 'transmission', 'opendata']"
"['order', 'resource', 'barrier', 'curve', 'education', 'bigdata', 'analytic', 'discipline', 'opensource', 'education', 'bigdata', 'analytic', 'component', 'bigdata', 'platform', 'bigdata', 'analytic', 'algorithm', 'hand', 'lab', 'description', 'goal', 'prototype', 'evaluation']","['bigdata', 'skill', 'education']",phase3,2016,"['order', 'resource', 'barrier', 'curve', 'education', 'bigdata', 'analytic', 'discipline', 'opensource', 'education', 'bigdata', 'analytic', 'component', 'bigdata', 'platform', 'bigdata', 'analytic', 'algorithm', 'hand', 'lab', 'description', 'goal', 'prototype', 'evaluation', 'bigdata', 'skill', 'education']"
"['opendata', 'government', 'opendata', 'table', 'image', 'report', 'security', 'report', 'format', 'table', 'text', 'space', 'format', 'input', 'format', 'accuracy', 'opendata', 'machine']","['evaluation', 'table', 'structure', 'recognition', 'performance', 'opendata']",phase6,2024,"['opendata', 'government', 'opendata', 'table', 'image', 'report', 'security', 'report', 'format', 'table', 'text', 'space', 'format', 'input', 'format', 'accuracy', 'opendata', 'machine', 'evaluation', 'table', 'structure', 'recognition', 'performance', 'opendata']"
